Plan_ID,Plan_name,Plan_ID_Type,INDEX_JSON,NETWORK_NUM
470899312,['buying-group--inc-_country-visions-cooperative-np'],['ein'],['2022-10-28_BUYING-GROUP-INC-_index.json'],['1']
621646137,['b-four-plied--inc_tn-humana-ppo-lfp-19-copay-rx4'],['ein'],['2022-10-28_B-FOUR-PLIED-INC_index.json'],['18']
582143152,"['trinity-accounting-group_ga-humana-npos-lfp-19-copay-rx', 'trinity-accounting-group_ga-humana-npos-lfp-19-ehdhp']",['ein'],['2022-11-01_TRINITY-ACCOUNTING-GROUP_index.json'],['1']
741846988,['hixon-properties-incorpor_tx-humana-npos-lfp-19-simplici'],['ein'],['2022-10-28_HIXON-PROPERTIES-INCORPOR_index.json'],['1']
450509312,['ppk-llc_tx-humana-npos-lfp-19-canopy-r'],['ein'],['2022-10-31_PPK-LLC_index.json'],['1']
861150711,"['louisville-pub-group-l_ky-humana-npos-lfp-19-copay-rx', 'louisville-pub-group-l_ky-humana-npos-lfp-19-ehdhp']",['ein'],['2022-10-28_LOUISVILLE-PUB-GROUP-L_index.json'],['1']
463561145,"['urban-solar-group-inc_fl-humana-ppo-lfp-19-copay-rx4', 'urban-solar-group-inc_fl-humana-hmo-lfp-19-canopy-rx']",['ein'],['2022-11-01_URBAN-SOLAR-GROUP-INC_index.json'],"['2', '6']"
320493563,"['kap-logistics-inc_tx-lfp-on-hand-hmo-cpy-oa-19-d', 'kap-logistics-inc_tx-humana-hmo-lfp-19-copay-rx4']",['ein'],['2022-10-28_KAP-LOGISTICS-INC_index.json'],['2']
311325191,['browne-e-c-services--inc_oh-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-28_BROWNE-E-C-SERVICES-INC_index.json'],['1']
371561105,['veracity-aviation-llc_tx-humana-npos-lfp-19-copay-rx'],['ein'],['2022-11-01_VERACITY-AVIATION-LLC_index.json'],['1']
0760614439,['amani-engineering-inc_aso-grp-gate-cap-exc'],['ein'],['2022-10-28_AMANI-ENGINEERING-INC_index.json'],['27']
760614439,['amani-engineering-inc_tx-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-28_AMANI-ENGINEERING-INC_index.json'],['1']
621608572,['our-daily-bread-cacfp_tn-humana-ppo-lfp-19-canopy-rx'],['ein'],['2022-10-31_OUR-DAILY-BREAD-CACFP_index.json'],['18']
0471706092,['recovery-in-motion_aso-grp-gate-cap-exc'],['ein'],['2022-10-31_RECOVERY-IN-MOTION_index.json'],"['86', '25']"
471706092,"['recovery-in-motion_az-humana-npos-lfp-17-rx4', 'recovery-in-motion_az-humana-npos-lfp-19-copay-rx', 'recovery-in-motion_az-humana-npos-lfp-19-simplici']",['ein'],['2022-10-31_RECOVERY-IN-MOTION_index.json'],['1']
32673TX0430190,['humana-inc_tx-cr-hmo-21-sep-ac-cpy-ov-ded'],['hios'],['2022-10-27_humana-inc-tx-cr-hmo-21-sep-ac-cpy-ov-ded_index.json'],['2']
621512849,"['mays-schnapp-pain-clinic_tn-humana-ppo-lfp-19-copay-rx4', 'mays-schnapp-pain-clinic_tn-humana-ppo-lfp-19-ehdhp']",['ein'],['2022-10-28_MAYS-SCHNAPP-PAIN-CLINIC_index.json'],['18']
203332412,['affordable-commercial_az-humana-npos-lfp-17-rx5coins'],['ein'],['2022-10-28_AFFORDABLE-COMMERCIAL_index.json'],['1']
272253477,"['atn-hoelzel-lp_tn-humana-ppo-lfp-17-rx4', 'atn-hoelzel-lp_tn-humana-ppo-lfp-hdhp-17']",['ein'],['2022-10-28_ATN-HOELZEL-LP_index.json'],['6']
562624970,['ultimate-heating---coolin_co-humana-npos-lfp-simplicity'],['ein'],['2022-11-01_ULTIMATE-HEATING-COOLIN_index.json'],['1']
262534117,['solar-alternatives_la-humana-ppo-lfp-19-simplicit'],['ein'],['2022-10-31_SOLAR-ALTERNATIVES_index.json'],"['39', '6']"
592001035,"['opthalmology-consultants_fl-humana-hmo-lfp-19-copay-rx5', 'opthalmology-consultants_fl-humana-npos-lfp-19-copay-rx']",['ein'],['2022-10-31_OPTHALMOLOGY-CONSULTANTS_index.json'],"['1', '2']"
451645758,['video-integrator_fl-humana-npos-lfp-19-ehdhp'],['ein'],['2022-11-01_VIDEO-INTEGRATOR_index.json'],['1']
741479633,['humana-inc_tx-ncr-hmo16-canopy-rx4'],['ein'],['2022-10-27_humana-inc-tx-ncr-hmo16-canopy-rx4_index.json'],['2']
351845042,['all-star-trucking--inc_in-cr-npos-lfp-17-canopy-rx5'],['ein'],['2022-10-28_ALL-STAR-TRUCKING-INC_index.json'],['1']
274099513,['grupo-starnes-llc_tx-humana-npos-lfp-17-rx4'],['ein'],['2022-10-28_GRUPO-STARNES-LLC_index.json'],['1']
742013841,['ohenry-productions-inc_tx-humana-npos-lfp-17-rx4'],['ein'],['2022-10-31_OHENRY-PRODUCTIONS-INC_index.json'],['1']
44965LA0490101,['humana-inc_la-cr-ppo-21-canopy-rx5'],['hios'],['2022-10-27_humana-inc-la-cr-ppo-21-canopy-rx5_index.json'],"['39', '6']"
204309108,"['austermiller-inc_tn-humana-ppo-lfp-19-canopy-rx', 'austermiller-inc_tn-humana-ppo-lfp-19-copay-rx5', 'austermiller-inc_tn-humana-ppo-lfp-19-ehdhp']",['ein'],['2022-10-28_AUSTERMILLER-INC_index.json'],['6']
0311656422,['stoermer-anderson-inc_aso-grp-gate-cap-exc'],['ein'],['2022-10-31_STOERMER-ANDERSON-INC_index.json'],['9']
311656422,['stoermer-anderson-inc_oh-humana-npos-lfp-19-ehdhp'],['ein'],['2022-10-31_STOERMER-ANDERSON-INC_index.json'],['1']
651142970,"['southern-chute_fl-humana-npos-lfp-19-simplici', 'southern-chute_fl-humana-hmo-lfp-19-copay-rx4']",['ein'],['2022-10-31_SOUTHERN-CHUTE_index.json'],"['1', '2']"
97596OH0520302,['humana-inc_oh-cr-ppo-21-sep-acc-cpy-ov--i'],['hios'],['2022-10-27_humana-inc-oh-cr-ppo-21-sep-acc-cpy-ov--i_index.json'],['6']
392042419,['beauchamp-maleki-corp_wi-humana-npos-lfp-19-canopy-r'],['ein'],['2022-10-28_BEAUCHAMP-MALEKI-CORP_index.json'],['1']
620790211,"['rocky-top-ford-lincoln_tn-humana-ppo-lfp-ehdhp-17', 'rocky-top-ford-lincoln_tn-humana-ppo-lfp-17-rx4']",['ein'],['2022-10-31_ROCKY-TOP-FORD-LINCOLN_index.json'],"['18', '6']"
610566789,['grassy-auto-parts-inc_ky-humana-npos-lfp-17-rx4'],['ein'],['2022-10-28_GRASSY-AUTO-PARTS-INC_index.json'],['1']
499460380,['sdc-publications-inc_ks-humana-npos-lfp-17-rx4'],['ein'],['2022-10-31_SDC-PUBLICATIONS-INC_index.json'],['1']
660266516,['humana-inc_pae-only'],['ein'],['2022-10-27_humana-inc-pae-only_index.json'],['901']
721335490,['humana-inc_loop--inc-npos-coverage-first'],['ein'],['2022-10-27_humana-inc-loop--inc-npos-coverage-first_index.json'],['46']
273136824,"['jacott-services-inc_tx-lfp-on-hand-npos-cpy-oa-19', 'jacott-services-inc_tx-lfp-on-hand-npos-coins-19-d']",['ein'],['2022-10-28_JACOTT-SERVICES-INC_index.json'],['1']
352150231,"['encom-inc_in-humana-ppo-lfp-19-ehdhp', 'encom-inc_in-humana-ppo-lfp-19-copay-rx4']",['ein'],['2022-10-28_ENCOM-INC_index.json'],['6']
760425258,['portable-pipe-hangers-inc_tx-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-31_PORTABLE-PIPE-HANGERS-INC_index.json'],['1']
591295217,"['neighborhood-center_fl-humana-hmo-lfp-19-simplicit', 'neighborhood-center_fl-lfp-on-hand-hmo-coins-19-de']",['ein'],['2022-10-31_NEIGHBORHOOD-CENTER_index.json'],['2']
581866210,['robert-j-odonnell-dds_ga-humana-npos-lfp-19-simplici'],['ein'],['2022-10-31_ROBERT-J-ODONNELL-DDS_index.json'],['1']
740897693,"['san-antonio-board-of-r_tx-humana-npos-lfp-19-copay-rx', 'san-antonio-board-of-r_tx-humana-hmo-lfp-19-copay-rx4']",['ein'],['2022-10-31_SAN-ANTONIO-BOARD-OF-R_index.json'],"['1', '2']"
472493072,"['antenen-robotics-llc_oh-humana-npos-lfp-19-canopy-r', 'antenen-robotics-llc_oh-humana-npos-lfp-19-copay-rx']",['ein'],['2022-10-28_ANTENEN-ROBOTICS-LLC_index.json'],['1']
0454023025,['mile-high-medical_aso-grp-gate-cap-exc'],['ein'],['2022-10-28_MILE-HIGH-MEDICAL_index.json'],['5']
454023025,['mile-high-medical_co-humana-npos-lfp-17-rx4'],['ein'],['2022-10-28_MILE-HIGH-MEDICAL_index.json'],['1']
650443037,"['spices-usa_fl-humana-npos-lfp-17-rx5coins', 'spices-usa_fl-humana-hmo-lfp-17-rx5coins']",['ein'],['2022-10-31_SPICES-USA_index.json'],"['1', '2']"
391981160,['greenscape-lawn_wi-humana-ppo-lfp-17-rx4'],['ein'],['2022-10-28_GREENSCAPE-LAWN_index.json'],['19']
487045103,"['fine-thyme-foods_ks-humana-ppo-lfp-19-copay-rx5', 'fine-thyme-foods_ks-lfp-on-hand-ppo-coins-19-de', 'fine-thyme-foods_ks-humana-ppo-lfp-19-ehdhp']",['ein'],['2022-10-28_FINE-THYME-FOODS_index.json'],['6']
824309077,"['say-bookkeeping-llc_fl-humana-hmo-lfp-19-simplicit', 'say-bookkeeping-llc_fl-humana-npos-lfp-19-simplici']",['ein'],['2022-10-31_SAY-BOOKKEEPING-LLC_index.json'],"['1', '2']"
720635884,['humana-inc_xavier-university-enhanced-ppo'],['ein'],['2022-10-27_humana-inc-xavier-university-enhanced-ppo_index.json'],['6']
270354554,['totta-hardwood-flooring_mo-humana-ppo-lfp-19-canopy-rx'],['ein'],['2022-11-01_TOTTA-HARDWOOD-FLOORING_index.json'],['6']
742735441,['hpam-sign-pro-llc_tx-humana-npos-lfp-17-rx4'],['ein'],['2022-10-28_HPAM-SIGN-PRO-LLC_index.json'],['1']
650298254,"['floor-technologies-inc_fl-humana-npos-lfp-19-canopy-r', 'floor-technologies-inc_fl-humana-npos-lfp-19-copay-rx']",['ein'],['2022-10-28_FLOOR-TECHNOLOGIES-INC_index.json'],['1']
261290303,['nola-brewing-co_la-humana-ppo-lfp-17-rx4'],['ein'],['2022-10-31_NOLA-BREWING-CO_index.json'],['6']
843907091,"['gator-elite_fl-humana-npos-lfp-19-ehdhp', 'gator-elite_fl-humana-npos-lfp-19-copay-rx']",['ein'],['2022-10-28_GATOR-ELITE_index.json'],['1']
202631643,"['nicholas-overbay-dba-e-lf_tn-humana-ppo-lfp-ehdhp-17', 'nicholas-overbay-dba-e-lf_tn-humana-ppo-lfp-17-rx4']",['ein'],['2022-10-31_NICHOLAS-OVERBAY-DBA-E-LF_index.json'],['6']
200068543,['southeastern-immediate_ga-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-31_SOUTHEASTERN-IMMEDIATE_index.json'],['1']
814547723,"['eldorado-cafe_tx-humana-npos-lfp-19-copay-rx', 'eldorado-cafe_tx-humana-npos-lfp-19--canopy', 'eldorado-cafe_tx-lfp-on-hand-npos-coins-19-d']",['ein'],['2022-10-28_ELDORADO-CAFE_index.json'],['1']
800908401,"['wcj-management-llc_tx-humana-npos-lfp-19-simplici', 'wcj-management-llc_tx-humana-hmo-lfp-19-ehdhp', 'wcj-management-llc_tx-humana-hmo-lfp-19-canopy-rx']",['ein'],['2022-11-01_WCJ-MANAGEMENT-LLC_index.json'],"['2', '1']"
742233861,"['highland-lakes-family-cri_tx-humana-npos-lfp-19-copay-rx', 'highland-lakes-family-cri_tx-humana-npos-lfp-19-canopy-r']",['ein'],['2022-10-28_HIGHLAND-LAKES-FAMILY-CRI_index.json'],['1']
742588135,"['colvin-electric_tx-humana-npos-lfp-19-ehdhp', 'colvin-electric_tx-humana-npos-lfp-19-copay-rx']",['ein'],['2022-10-28_COLVIN-ELECTRIC_index.json'],['1']
582484613,['custom-air--inc_ga-humana-npos-lfp-17-rx4'],['ein'],['2022-10-28_CUSTOM-AIR-INC_index.json'],['1']
592000654,['allapattah-community_fl-humana-hmo-lfp-19-canopy-rx'],['ein'],['2022-10-28_ALLAPATTAH-COMMUNITY_index.json'],['2']
463632906,['all-star-concrete-const_ks-humana-ppo-lfp-17-rx4'],['ein'],['2022-10-28_ALL-STAR-CONCRETE-CONST_index.json'],['6']
581867019,"['liberty-chevrolet_ga-humana-npos-lfp-19-canopy-r', 'liberty-chevrolet_ga-humana-npos-lfp-19-copay-rx']",['ein'],['2022-10-28_LIBERTY-CHEVROLET_index.json'],['1']
721415618,"['first-consumers-financial_la-humana-ppo-lfp-19-copay-rx4', 'first-consumers-financial_la-humana-ppo-lfp-19-simplicit']",['ein'],['2022-10-28_FIRST-CONSUMERS-FINANCIAL_index.json'],['6']
431473681,['turner-and-michael-construc_mo-humana-ppo-lfp-19-simplicit'],['ein'],['2022-11-01_TURNER-AND-MICHAEL-CONSTRUC_index.json'],['6']
311406792,['rad-jr--corp-_oh-humana-npos-lfp-19-simplici'],['ein'],['2022-10-31_RAD-JR-CORP-_index.json'],['1']
260456352,"['qvinci-software-llc_tx-humana-npos-lfp-19-ehdhp-co', 'qvinci-software-llc_tx-humana-npos-lfp-19-copay-rx']",['ein'],['2022-10-31_QVINCI-SOFTWARE-LLC_index.json'],['1']
260722872,['ridge-planning-and-eng-lf_ga-humana-npos-lfp-19-simplici'],['ein'],['2022-10-31_RIDGE-PLANNING-AND-ENG-LF_index.json'],['1']
760438557,"['perdue-and-kidd_tx-humana-npos-lfp-19-ehdhp', 'perdue-and-kidd_tx-humana-npos-lfp-19-copay-rx']",['ein'],['2022-10-31_PERDUE-AND-KIDD_index.json'],['1']
812605425,"['fortress-bay-education_tx-humana-npos-lfp-19-copay-rx', 'fortress-bay-education_tx-humana-npos-lfp-19-canopy-r', 'fortress-bay-education_tx-lfp-on-hand-npos-coins-19-d']",['ein'],['2022-10-28_FORTRESS-BAY-EDUCATION_index.json'],['1']
474092791,"['complete-welding_tn-humana-ppo-lfp-19-ehdhp', 'complete-welding_tn-humana-ppo-lfp-19-copay-rx4']",['ein'],['2022-10-28_COMPLETE-WELDING_index.json'],['6']
311628958,['institute-for-reproductiv_oh-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-28_INSTITUTE-FOR-REPRODUCTIV_index.json'],['1']
463511410,['caan-floral---greenhouses_wi-humana-ppo-lfp-simplicity17'],['ein'],['2022-10-28_CAAN-FLORAL-GREENHOUSES_index.json'],['19']
223091240,['humana-inc_tn-ncr-ppo16-sep-acc-cpy-ov-de'],['ein'],['2022-10-27_humana-inc-tn-ncr-ppo16-sep-acc-cpy-ov-de_index.json'],"['18', '6']"
843918252,['reliance-aircraft-interna_tx-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-31_RELIANCE-AIRCRAFT-INTERNA_index.json'],['1']
232187133,['womens-basketball-coaches_ga-humana-npos-lfp-19-simplici'],['ein'],['2022-11-01_WOMENS-BASKETBALL-COACHES_index.json'],['1']
461560163,['humana-inc_oh-nat-l-pos-oa-sep-accum-cpy'],['ein'],['2022-10-27_humana-inc-oh-nat-l-pos-oa-sep-accum-cpy_index.json'],['1']
582226826,['traditional-title-service-inc_ga-humana-npos-lfp-17-rx4'],['ein'],['2022-11-01_TRADITIONAL-TITLE-SERVICE-INC_index.json'],['1']
391320531,['humana-inc_dlsm-inc-npos-ehdhp'],['ein'],['2022-10-27_humana-inc-dlsm-inc-npos-ehdhp_index.json'],['1']
44965LA0490128,['humana-inc_la-cr-ppo-21-efficiency'],['hios'],['2022-10-27_humana-inc-la-cr-ppo-21-efficiency_index.json'],"['6', '39']"
582413675,['carpetcare-enterprises-ll_ga-humana-hmo-lfp-19-copay-rx4'],['ein'],['2022-10-28_CARPETCARE-ENTERPRISES-LL_index.json'],['2']
203203782,['power-and-energy-services_ga-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-31_POWER-AND-ENERGY-SERVICES_index.json'],['1']
660362666,['humana-inc_ppo-executive'],['ein'],['2022-10-27_humana-inc-ppo-executive_index.json'],['901']
860828757,['invader-pest-management_az-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-28_INVADER-PEST-MANAGEMENT_index.json'],['1']
611150611,['kruger-and-schwartz_ky-humana-npos-lfp-19-ehdhp'],['ein'],['2022-10-28_KRUGER-AND-SCHWARTZ_index.json'],['1']
203331593,['reliable-construction-ser_ks-humana-ppo-lfp-17-rx4'],['ein'],['2022-10-31_RELIABLE-CONSTRUCTION-SER_index.json'],['6']
204083432,['humana-inc_nv-ncr-npos-ehdhp-16-ded-coins'],['ein'],['2022-10-27_humana-inc-nv-ncr-npos-ehdhp-16-ded-coins_index.json'],['1']
611870505,['snp-holdings-llc_mo-humana-ppo-lfp-19-ehdhp'],['ein'],['2022-10-31_SNP-HOLDINGS-LLC_index.json'],['6']
391859868,['trackside-services-inc_wi-cr-humana-ppo-lfp-17-canopy'],['ein'],['2022-11-01_TRACKSIDE-SERVICES-INC_index.json'],['19']
481239677,['kc-colors-inc_ks-humana-ppo-lfp-17-rx4'],['ein'],['2022-10-28_KC-COLORS-INC_index.json'],['6']
620901277,"['charles-hawkins-co-inc_tn-humana-ppo-lfp-19-copay-rx4', 'charles-hawkins-co-inc_tn-humana-ppo-lfp-19-ehdhp']",['ein'],['2022-10-28_CHARLES-HAWKINS-CO-INC_index.json'],['6']
310566516.0,['olympic-auto-park-inc_oh-humana-npos-lfp-ehdhp-17'],['ein'],['2022-10-31_OLYMPIC-AUTO-PARK-INC_index.json'],['1']
263683673.0,['ce-water-management_ks-humana-ppo-lfp-19-canopy-rx'],['ein'],['2022-10-28_CE-WATER-MANAGEMENT_index.json'],['6']
660392240.0,['humana-inc_humana-maximum-1000'],['ein'],['2022-10-27_humana-inc-humana-maximum-1000_index.json'],['901']
205621645.0,['usac-airways-693-llc_fl-humana-npos-lfp-19-canopy-r'],['ein'],['2022-11-01_USAC-AIRWAYS-693-LLC_index.json'],['1']
,['humana-inc_med-sup-plan-f'],['ein'],['2022-10-27_humana-inc-med-sup-plan-f_index.json'],['901']
274128207.0,"['jl4-inc_ga-humana-npos-lfp-19-simplici', 'jl4-inc_ga-humana-npos-lfp-19-canopy-r']",['ein'],['2022-10-28_JL4-INC_index.json'],['1']
621809242.0,['mid-south-boring-and-pipi_tn-humana-ppo-lfp-19-simplicit'],['ein'],['2022-10-28_MID-SOUTH-BORING-AND-PIPI_index.json'],['18']
812772278.0,['bigstuf-ministries-inc-_ga-humana-npos-lfp-19-ehdhp'],['ein'],['2022-10-28_BIGSTUF-MINISTRIES-INC-_index.json'],['1']
611120084.0,['music-central-inc_ky-humana-npos-lfp-19-simplici'],['ein'],['2022-10-31_MUSIC-CENTRAL-INC_index.json'],['1']
133805805.0,"['oser-communications-group_az-humana-ppo-lfp-17-rx4', 'oser-communications-group_az-humana-npos-lfp-17-rx4']",['ein'],['2022-10-31_OSER-COMMUNICATIONS-GROUP_index.json'],"['6', '1']"
133805805.0,['oser-communications-group_aso-grp-gate-cap-exc'],['ein'],['2022-10-31_OSER-COMMUNICATIONS-GROUP_index.json'],['25']
812103844.0,['aaron-services_ga-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-28_AARON-SERVICES_index.json'],['1']
582003390.0,['coastal-ice-machines-inc_ga-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-28_COASTAL-ICE-MACHINES-INC_index.json'],['1']
581650480.0,['m---w-electric-co-inc_ga-humana-hmo-lfp-simplicity-1'],['ein'],['2022-10-28_M-W-ELECTRIC-CO-INC_index.json'],['2']
384034747.0,"['central-tx-autism-center-llc_tx-humana-npos-lfp-19-ehdhp', 'central-tx-autism-center-llc_tx-humana-npos-lfp-19-simplici', 'central-tx-autism-center-llc_tx-humana-npos-lfp-19-copay-rx']",['ein'],['2022-10-28_CENTRAL-TX-AUTISM-CENTER-LLC_index.json'],['1']
650911751.0,"['isriel-ponzoli-simpson-pa_fl-humana-npos-lfp-17-rx4', 'isriel-ponzoli-simpson-pa_fl-humana-hmo-lfp-17-rx4']",['ein'],['2022-10-28_ISRIEL-PONZOLI-SIMPSON-PA_index.json'],"['2', '1']"
460950698.0,"['fn-funding-inc_fl-humana-npos-lfp-19-simplici', 'fn-funding-inc_fl-humana-hmo-lfp-19-simplicit']",['ein'],['2022-10-28_FN-FUNDING-INC_index.json'],"['2', '1']"
464439591.0,"['serenbe-ch-properties-llc_ga-humana-npos-lfp-19-simplici', 'serenbe-ch-properties-llc_ga-humana-npos-lfp-19-canopy-r']",['ein'],['2022-10-31_SERENBE-CH-PROPERTIES-LLC_index.json'],['1']
431399329.0,"['the-hayes-company_mo-humana-ppo-lfp-17-rx4', 'the-hayes-company_mo-humana-ppo-lfp-ehdhp-17']",['ein'],['2022-10-31_THE-HAYES-COMPANY_index.json'],['6']
203784624.0,"['accio-data--inc-_tx-humana-npos-lfp-17-rx4', 'accio-data--inc-_tx-humana-npos-lfp-simplicity', 'accio-data--inc-_tx-humana-npos-lfp-ehdhp-17']",['ein'],['2022-10-28_ACCIO-DATA-INC-_index.json'],['1']
202289227.0,['capano-and-associates_oh-humana-npos-lfp-17-rx4'],['ein'],['2022-10-28_CAPANO-AND-ASSOCIATES_index.json'],['1']
721059635.0,['humana-inc_crescent-care-npos'],['ein'],['2022-10-27_humana-inc-crescent-care-npos_index.json'],['46']
651000541.0,"['eemac_fl-humana-hmo-lfp-simplicity-1', 'eemac_fl-humana-hmo-lfp-17-rx4']",['ein'],['2022-10-28_EEMAC_index.json'],['2']
50532794.0,"['guideline-central_fl-humana-npos-lfp-19-simplici', 'guideline-central_fl-humana-hmo-lfp-19-simplicit', 'guideline-central_fl-humana-hmo-lfp-19-canopy-rx']",['ein'],['2022-10-28_GUIDELINE-CENTRAL_index.json'],"['2', '1']"
310867014.0,['cincy-tool-rental-inc_oh-humana-npos-lfp-19-canopy-r'],['ein'],['2022-10-28_CINCY-TOOL-RENTAL-INC_index.json'],['1']
591922446.0,['humana-inc_banyan-air-services-hmo-hdhp'],['ein'],['2022-10-27_humana-inc-banyan-air-services-hmo-hdhp_index.json'],['2']
271884800.0,['alamo-family-practice_tx-humana-hmo-lfp-ehdhp-17'],['ein'],['2022-10-28_ALAMO-FAMILY-PRACTICE_index.json'],['2']
474878482.0,['veritrace_oh-humana-npos-lfp-19-copay-rx'],['ein'],['2022-11-01_VERITRACE_index.json'],['1']
200390804.0,['liberty-power-service-inc_tn-humana-ppo-lfp-19-copay-rx4'],['ein'],['2022-10-28_LIBERTY-POWER-SERVICE-INC_index.json'],['6']
465184621.0,"['blur-workshop-llc_ga-humana-npos-lfp-ehdhp-17', 'blur-workshop-llc_ga-humana-npos-lfp-17-rx4']",['ein'],['2022-10-28_BLUR-WORKSHOP-LLC_index.json'],['1']
474798280.0,"['strategies-group-southeas_ga-humana-npos-lfp-19-copay-rx', 'strategies-group-southeas_ga-humana-npos-lfp-19-ehdhp']",['ein'],['2022-10-31_STRATEGIES-GROUP-SOUTHEAS_index.json'],['1']
371279646.0,['johnson-mechanical-servic_il-humana-npos-lfp-19-copay-rx'],['ein'],['2022-10-28_JOHNSON-MECHANICAL-SERVIC_index.json'],['1']
582564743.0,['skytel-contractors-inc_ga-humana-npos-lfp-19-simplici'],['ein'],['2022-10-31_SKYTEL-CONTRACTORS-INC_index.json'],['1']
272900863.0,['brammer-staffing_la-humana-ppo-lfp-19-copay-rx4'],['ein'],['2022-10-28_BRAMMER-STAFFING_index.json'],['6']
200551279.0,['korts-construction_aso-grp-gate-cap-exc'],['ein'],['2022-10-28_KORTS-CONSTRUCTION_index.json'],['10']
