NPI,TIN,TYPE,NEGOTIATION_ARRANGEMENT,BILLING_CODE_TYPE,BILLING_CODE,NEGOTIATED_TYPE,NEGOTIATED_RATE,BILLING_CLASS
1174758064,264337397,ein,ffs,CPT,99213,negotiated,65.08,professional
1841840071,311412447,ein,ffs,CPT,99213,negotiated,46.37,professional
1043524895,311412447,ein,ffs,CPT,99213,negotiated,46.37,professional
1093874950,446000696,ein,ffs,CPT,99213,negotiated,98.01,professional
1366513590,201216082,ein,ffs,CPT,99213,negotiated,40.86,professional
1265546410,840417134,ein,ffs,CPT,99213,negotiated,98.01,professional
1518127356,541581185,ein,ffs,CPT,99213,negotiated,195.65,professional
1548251093,204513445,ein,ffs,CPT,99213,negotiated,103.38,professional
1912998576,391785860,ein,ffs,CPT,99213,negotiated,139.82,professional
1538195920,202028502,ein,ffs,CPT,99213,negotiated,115.51,professional
1548290158,202028502,ein,ffs,CPT,99213,negotiated,115.51,professional
1972789238,202028502,ein,ffs,CPT,99213,negotiated,115.51,professional
1043275720,390806367,ein,ffs,CPT,99213,negotiated,140.21,professional
1255853933,390806367,ein,ffs,CPT,99213,negotiated,140.21,professional
1316495195,131649519,ein,ffs,CPT,99213,negotiated,186.37,professional
1629064308,760520520,ein,ffs,CPT,99213,negotiated,51.07,professional
1740202860,464326416,ein,ffs,CPT,99213,negotiated,53.65,professional
1407878523,464326416,ein,ffs,CPT,99213,negotiated,53.65,professional
1477572998,522334327,ein,ffs,CPT,99213,negotiated,138.01,professional
1801850102,770445843,ein,ffs,CPT,99213,negotiated,122.15,professional
1871507939,362893854,ein,ffs,CPT,99213,negotiated,66.64,professional
1932473824,050540914,ein,ffs,CPT,99213,negotiated,211.35,professional
1780615856,592013191,ein,ffs,CPT,99213,negotiated,88.65,professional
1962622480,202088165,ein,ffs,CPT,99213,negotiated,43.76,professional
1396708541,351090576,ein,ffs,CPT,99213,negotiated,137.34,professional
1881150506,473848088,ein,ffs,CPT,99213,negotiated,75.35,professional
1437356615,061469068,ein,ffs,CPT,99213,negotiated,74.8,professional
1730590860,061469068,ein,ffs,CPT,99213,negotiated,74.8,professional
1659354702,060646973,ein,ffs,CPT,99213,negotiated,103.96,professional
1114347085,060646973,ein,ffs,CPT,99213,negotiated,103.96,professional
1871757211,060646973,ein,ffs,CPT,99213,negotiated,103.96,professional
1669460366,060646973,ein,ffs,CPT,99213,negotiated,103.96,professional
1578520417,464212747,ein,ffs,CPT,99213,negotiated,52.97,professional
1366652125,464212747,ein,ffs,CPT,99213,negotiated,52.97,professional
1598217143,221487148,ein,ffs,CPT,99213,negotiated,95,professional
1912901331,621699909,ein,ffs,CPT,99213,negotiated,102.71,professional
1619976628,271170570,ein,ffs,CPT,99213,negotiated,195.65,professional
1376506733,911853574,ein,ffs,CPT,99213,negotiated,91.22,professional
1124012513,620853193,ein,ffs,CPT,99213,negotiated,147.21,professional
1417939117,870476269,ein,ffs,CPT,99213,negotiated,123.83,professional
1073596193,200141568,ein,ffs,CPT,99213,negotiated,230.91,professional
1629417761,570977159,ein,ffs,CPT,99213,negotiated,144.76,professional
1376907071,221931562,ein,ffs,CPT,99213,negotiated,114.54,professional
1306884267,593599451,ein,ffs,CPT,99213,negotiated,59.09,professional
1023360294,593599451,ein,ffs,CPT,99213,negotiated,59.09,professional
1447264338,593599451,ein,ffs,CPT,99213,negotiated,59.09,professional
1134168438,593599451,ein,ffs,CPT,99213,negotiated,59.09,professional
1447348479,390808443,ein,ffs,CPT,99213,negotiated,190.42,professional
1629015334,390808443,ein,ffs,CPT,99213,negotiated,190.42,professional
1437228731,363759101,ein,ffs,CPT,99213,negotiated,116.98,professional
1639443245,370793762,ein,ffs,CPT,99213,negotiated,109.81,professional
1346342706,200473221,ein,ffs,CPT,99213,negotiated,167.24,professional
1497793269,521461528,ein,ffs,CPT,99213,negotiated,57,professional
1629068259,363790912,ein,ffs,CPT,99213,negotiated,66.64,professional
1669476693,133372782,ein,ffs,CPT,99213,negotiated,66.55,professional
1447218169,311374523,ein,ffs,CPT,99213,negotiated,98.32,professional
1821298076,371030421,ein,ffs,CPT,99213,negotiated,98.01,professional
1174833867,271370967,ein,ffs,CPT,99213,negotiated,100.1,professional
1700072568,363661720,ein,ffs,CPT,99213,negotiated,93.34,professional
1134196355,311182378,ein,ffs,CPT,99213,negotiated,44.29,professional
1326064205,311182378,ein,ffs,CPT,99213,negotiated,44.29,professional
1154776979,311182378,ein,ffs,CPT,99213,negotiated,44.29,professional
1619364932,311182378,ein,ffs,CPT,99213,negotiated,44.29,professional
1093239410,311182378,ein,ffs,CPT,99213,negotiated,44.29,professional
1639271828,311182378,ein,ffs,CPT,99213,negotiated,44.29,professional
1609866078,201287968,ein,ffs,CPT,99213,negotiated,45.84,professional
1992927305,561881165,ein,ffs,CPT,99213,negotiated,52.97,professional
1518013978,953870768,ein,ffs,CPT,99213,negotiated,40,professional
1740312487,562151484,ein,ffs,CPT,99213,negotiated,34.2,professional
1497807986,562151484,ein,ffs,CPT,99213,negotiated,34.2,professional
1336561919,463778226,ein,ffs,CPT,99213,negotiated,70.01,professional
1104111848,452502430,ein,ffs,CPT,99213,negotiated,97.48,professional
1528520665,452502430,ein,ffs,CPT,99213,negotiated,97.48,professional
1891253092,452502430,ein,ffs,CPT,99213,negotiated,97.48,professional
1154483089,310833261,ein,ffs,CPT,99213,negotiated,134.86,professional
1477548758,142686322,npi,ffs,CPT,99213,negotiated,97.35,professional
1124076468,297589507,npi,ffs,CPT,99213,negotiated,53.21,professional
1831382423,340714585,npi,ffs,CPT,99213,negotiated,466.8,professional
1982694329,390807236,npi,ffs,CPT,99213,negotiated,281.99,professional
