NPI,TIN,TYPE,NEGOTIATION_ARRANGEMENT,BILLING_CODE_TYPE,BILLING_CODE,NEGOTIATED_TYPE,NEGOTIATED_RATE,BILLING_CLASS
1306024500,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1508064270,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1568435451,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1689974644,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1508979840,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1780013946,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1326332891,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1871501544,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1366421109,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1811633639,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1174084453,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1306304993,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1326257692,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1194727933,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1356896526,300329769,ein,ffs,CPT,99213,negotiated,66.65,professional
1265466395,030394306,ein,ffs,CPT,99213,negotiated,75.03,professional
1295767424,331427958,npi,ffs,CPT,99213,negotiated,101.9,professional
