Plan_name,Plan_ID,Plan_ID_Type,INDEX_JSON,NETWORK_NUM
sisca-construction-servic_fl-humana-hmo-lfp-19-canopy-rx,['650957171'],['ein'],['2022-10-31_SISCA-CONSTRUCTION-SERVIC_index.json'],['2']
p-and-h-interiors-inc_fl-humana-npos-lfp-17-rx4,['650077314'],['ein'],['2022-10-31_P-AND-H-INTERIORS-INC_index.json'],['1']
ace-comfort-mechanical_ga-humana-npos-lfp-19-copay-rx,['810957439'],['ein'],['2022-10-28_ACE-COMFORT-MECHANICAL_index.json'],['1']
checkpoint-group-inc-_la-humana-ppo-lfp-19-simplicit,['823882056'],['ein'],['2022-10-28_CHECKPOINT-GROUP-INC-_index.json'],['6']
dade-lift-parts_fl-humana-hmo-lfp-17-rx4,['650387404'],['ein'],['2022-10-28_DADE-LIFT-PARTS_index.json'],['2']
neff-sales-co-inc_ks-humana-ppo-lfp-19-ehdhp,['480937129'],['ein'],['2022-10-31_NEFF-SALES-CO-INC_index.json'],['6']
neff-sales-co-inc_ks-humana-ppo-lfp-19-copay-rx5,['480937129'],['ein'],['2022-10-31_NEFF-SALES-CO-INC_index.json'],['6']
barfield-brandon-enterpri_ga-humana-npos-lfp-19-copay-rx,['800732737'],['ein'],['2022-10-28_BARFIELD-BRANDON-ENTERPRI_index.json'],['1']
texas-hill-country-orthop_tx-humana-ppo-lfp-19-copay-rx4,['262834698'],['ein'],['2022-10-31_TEXAS-HILL-COUNTRY-ORTHOP_index.json'],['6']
marksmen-general-co_tx-humana-npos-lfp-19--canopy,['464906136'],['ein'],['2022-10-28_MARKSMEN-GENERAL-CO_index.json'],['1']
marksmen-general-co_tx-humana-npos-lfp-19-copay-rx,['464906136'],['ein'],['2022-10-28_MARKSMEN-GENERAL-CO_index.json'],['1']
active-bolt---screw-compa_tn-humana-ppo-lfp-17-rx4,['620712602'],['ein'],['2022-10-28_ACTIVE-BOLT-SCREW-COMPA_index.json'],['18']
staffing-as-a-mission-llc_tn-humana-ppo-lfp-ehdhp-17,['472244380'],['ein'],['2022-10-31_STAFFING-AS-A-MISSION-LLC_index.json'],['6']
staffing-as-a-mission-llc_tn-cr-humana-ppo-lfp-17--canop,['472244380'],['ein'],['2022-10-31_STAFFING-AS-A-MISSION-LLC_index.json'],['6']
staffing-as-a-mission-llc_tn-humana-ppo-lfp-simplicity17,['472244380'],['ein'],['2022-10-31_STAFFING-AS-A-MISSION-LLC_index.json'],['6']
max-marine-electron_fl-humana-npos-lfp-19-copay-rx,['453824683'],['ein'],['2022-10-28_MAX-MARINE-ELECTRON_index.json'],['1']
max-marine-electron_fl-humana-hmo-lfp-19-copay-rx5,['453824683'],['ein'],['2022-10-28_MAX-MARINE-ELECTRON_index.json'],['2']
land-strategies--inc-_tx-humana-npos-lfp-17-rx5coins,['742295595'],['ein'],['2022-10-28_LAND-STRATEGIES-INC-_index.json'],['1']
beacon-construction-group_fl-humana-hmo-lfp-19-simplicit,['743257251'],['ein'],['2022-10-28_BEACON-CONSTRUCTION-GROUP_index.json'],['2']
comfort-suites-miami_fl-humana-ppo-lfp-19-copay-rx4,['650721086'],['ein'],['2022-10-28_COMFORT-SUITES-MIAMI_index.json'],['6']
comfort-suites-miami_fl-humana-hmo-lfp-19-copay-rx4,['650721086'],['ein'],['2022-10-28_COMFORT-SUITES-MIAMI_index.json'],['2']
egenberg-aplc_la-humana-ppo-lfp-19-simplicit,['462488675'],['ein'],['2022-10-28_EGENBERG-APLC_index.json'],['6']
skyline-seven_ga-cr-npos-lfp-17-canopy-rx4,['202379457'],['ein'],['2022-10-31_SKYLINE-SEVEN_index.json'],['1']
skyline-seven_ga-humana-npos-lfp-17-rx4,['202379457'],['ein'],['2022-10-31_SKYLINE-SEVEN_index.json'],['1']
legacy-preparatory-aca_fl-humana-hmo-lfp-19-canopy-rx,['651190108'],['ein'],['2022-10-28_LEGACY-PREPARATORY-ACA_index.json'],['2']
kramer-and-feldman-inc_oh-humana-npos-lfp-19-canopy-r,['311347714'],['ein'],['2022-10-28_KRAMER-AND-FELDMAN-INC_index.json'],['1']
kramer-and-feldman-inc_oh-humana-npos-lfp-19-ehdhp,['311347714'],['ein'],['2022-10-28_KRAMER-AND-FELDMAN-INC_index.json'],['1']
marchman-steele-agency_ga-humana-npos-lfp-simplicity,['581557490'],['ein'],['2022-10-28_MARCHMAN-STEELE-AGENCY_index.json'],['1']
atique-orthodontics-pa_tx-humana-npos-lfp-19-ehdhp,['260345257'],['ein'],['2022-10-28_ATIQUE-ORTHODONTICS-PA_index.json'],['1']
atique-orthodontics-pa_tx-humana-npos-lfp-19-canopy-r,['260345257'],['ein'],['2022-10-28_ATIQUE-ORTHODONTICS-PA_index.json'],['1']
coeus-sn-inc_ga-humana-npos-lfp-19-simplici,['871294964'],['ein'],['2022-10-28_COEUS-SN-INC_index.json'],['1']
coeus-sn-inc_ga-humana-npos-lfp-19-canopy-r,['871294964'],['ein'],['2022-10-28_COEUS-SN-INC_index.json'],['1']
coeus-sn-inc_ga-humana-npos-lfp-19-ehdhp,['871294964'],['ein'],['2022-10-28_COEUS-SN-INC_index.json'],['1']
pka-marketing_wi-humana-ppo-lfp-ehdhp-17,['391561552'],['ein'],['2022-10-31_PKA-MARKETING_index.json'],['19']
will-luc-enterprises-llc_tx-humana-hmo-lfp-19-canopy-rx,['821609020'],['ein'],['2022-11-01_WILL-LUC-ENTERPRISES-LLC_index.json'],['2']
will-luc-enterprises-llc_tx-humana-npos-lfp-19-canopy-r,['821609020'],['ein'],['2022-11-01_WILL-LUC-ENTERPRISES-LLC_index.json'],['1']
brighter-utilities-florida_fl-humana-hmo-lfp-19-simplicit,['852220929'],['ein'],['2022-10-28_BRIGHTER-UTILITIES-FLORIDA_index.json'],['2']
brighter-utilities-florida_fl-humana-hmo-lfp-19-canopy-rx,['852220929'],['ein'],['2022-10-28_BRIGHTER-UTILITIES-FLORIDA_index.json'],['2']
humana-inc_oh-sg-npos-12-sep-acc-cpy-ov-,['310686269'],['ein'],['2022-10-27_humana-inc-oh-sg-npos-12-sep-acc-cpy-ov-_index.json'],['1']
boan-connealy-houlehan_ks-humana-ppo-lfp-19-ehdhp,['274360947'],['ein'],['2022-10-28_BOAN-CONNEALY-HOULEHAN_index.json'],['6']
boan-connealy-houlehan_ks-humana-ppo-lfp-19-copay-rx4,['274360947'],['ein'],['2022-10-28_BOAN-CONNEALY-HOULEHAN_index.json'],['6']
united-oil-company_fl-humana-hmo-lfp-19-copay-rx4,['592133127'],['ein'],['2022-11-01_UNITED-OIL-COMPANY_index.json'],['2']
united-oil-company_fl-humana-npos-lfp-19-copay-rx,['592133127'],['ein'],['2022-11-01_UNITED-OIL-COMPANY_index.json'],['1']
essentials-petcare_fl-humana-npos-lfp-19-copay-rx,['473245947'],['ein'],['2022-10-28_ESSENTIALS-PETCARE_index.json'],['1']
essentials-petcare_fl-humana-npos-lfp-19-canopy-r,['473245947'],['ein'],['2022-10-28_ESSENTIALS-PETCARE_index.json'],['1']
essentials-petcare_fl-humana-npos-lfp-19-ehdhp,['473245947'],['ein'],['2022-10-28_ESSENTIALS-PETCARE_index.json'],['1']
jimmy-and-denas-body-shop_ga-humana-npos-lfp-19-copay-rx,['263362913'],['ein'],['2022-10-28_JIMMY-AND-DENAS-BODY-SHOP_index.json'],['1']
jls-contracting-services_ga-humana-npos-lfp-simplicity,['273504186'],['ein'],['2022-10-28_JLS-CONTRACTING-SERVICES_index.json'],['1']
humana-inc_ga-cr-npos-21-canopy-rx5-blend,['93332GA0610140'],['hios'],['2022-10-27_humana-inc-ga-cr-npos-21-canopy-rx5-blend_index.json'],['1']
acertara-acoustic-laborat_co-humana-npos-lfp-19-ehdhp,['452377335'],['ein'],['2022-10-28_ACERTARA-ACOUSTIC-LABORAT_index.json'],['1']
design-2-construct-develo_wi-humana-npos-lfp-19-ehdhp,['391698691'],['ein'],['2022-10-28_DESIGN-2-CONSTRUCT-DEVELO_index.json'],['1']
huebner-pediatrics_tx-humana-npos-lfp-19-copay-rx,['261826167'],['ein'],['2022-10-28_HUEBNER-PEDIATRICS_index.json'],['1']
quality-lumber-company-llc_tn-humana-ppo-lfp-17-rx4,['621586099'],['ein'],['2022-10-31_QUALITY-LUMBER-COMPANY-LLC_index.json'],['6']
couch-construction-services_ga-humana-npos-22-lfp-simplici,['274012058'],['ein'],['2022-10-28_COUCH-CONSTRUCTION-SERVICES_index.json'],['1']
lore-libations-llc_tn-humana-ppo-lfp-19-ehdhp,['834357424'],['ein'],['2022-10-28_LORE-LIBATIONS-LLC_index.json'],['18']
lore-libations-llc_tn-humana-ppo-lfp-19-copay-rx5,['834357424'],['ein'],['2022-10-28_LORE-LIBATIONS-LLC_index.json'],['18']
residential-sewage-treatm_mo-humana-ppo-lfp-19-simplicit,['431496407'],['ein'],['2022-10-31_RESIDENTIAL-SEWAGE-TREATM_index.json'],['6']
florida-civil_fl-humana-hmo-lfp-19-simplicit,['463113075'],['ein'],['2022-10-28_FLORIDA-CIVIL_index.json'],['2']
haizlip-studio_tn-humana-ppo-lfp-ehdhp-17,['621731040'],['ein'],['2022-10-28_HAIZLIP-STUDIO_index.json'],['18']
dynaconnections-corp_tx-humana-npos-lfp-19-copay-rx,['743022375'],['ein'],['2022-10-28_DYNACONNECTIONS-CORP_index.json'],['1']
dynaconnections-corp_tx-humana-npos-lfp-19-ehdhp,['743022375'],['ein'],['2022-10-28_DYNACONNECTIONS-CORP_index.json'],['1']
tinchers-welding_oh-humana-npos-lfp-19-copay-rx,['310863871'],['ein'],['2022-10-31_TINCHERS-WELDING_index.json'],['1']
kg-marketing-and-bag-co_wi-humana-npos-lfp-19-ehdhp,['391404892'],['ein'],['2022-10-28_KG-MARKETING-AND-BAG-CO_index.json'],['1']
creative-enterprises-inc_ga-humana-npos-lfp-19-copay-rx,['581366728'],['ein'],['2022-10-28_CREATIVE-ENTERPRISES-INC_index.json'],['1']
pondworks-pa_tx-humana-npos-lfp-19-simplici,['562478012'],['ein'],['2022-10-31_PONDWORKS-PA_index.json'],['1']
pondworks-pa_tx-humana-npos-lfp-19-ehdhp,['562478012'],['ein'],['2022-10-31_PONDWORKS-PA_index.json'],['1']
m-and-w-shops-inc_wi-humana-npos-lfp-19-simplici,['391435278'],['ein'],['2022-10-28_M-AND-W-SHOPS-INC_index.json'],['1']
premier-watersports_tn-humana-ppo-lfp-19-copay-rx4,['461616286'],['ein'],['2022-10-31_PREMIER-WATERSPORTS_index.json'],['18']
bars---recreation-inc_wi-humana-ppo-lfp-ehdhp-17,['833453744'],['ein'],['2022-10-28_BARS-RECREATION-INC_index.json'],['19']
aire-technics-inc_tx-humana-npos-lfp-17-rx4,['760189873'],['ein'],['2022-10-28_AIRE-TECHNICS-INC_index.json'],['1']
humana-inc_ga-ncr-ppo-16-sep-acc-cpy-ov-,['263202925'],['ein'],['2022-10-27_humana-inc-ga-ncr-ppo-16-sep-acc-cpy-ov-_index.json'],['6']
vickery-street-fabricator_tx-humana-npos-lfp-19-canopy-r,['742210373'],['ein'],['2022-11-01_VICKERY-STREET-FABRICATOR_index.json'],['1']
vickery-street-fabricator_tx-humana-npos-lfp-19-simplici,['742210373'],['ein'],['2022-11-01_VICKERY-STREET-FABRICATOR_index.json'],['1']
xray-associates_ky-humana-npos-lfp-19-ehdhp,['610981548'],['ein'],['2022-11-01_XRAY-ASSOCIATES_index.json'],['1']
xray-associates_ky-humana-npos-lfp-19-copay-rx,['610981548'],['ein'],['2022-11-01_XRAY-ASSOCIATES_index.json'],['1']
humana-inc_co-cr-npos-savings-hsa-21-ded-,['841375370'],['ein'],['2022-10-27_humana-inc-co-cr-npos-savings-hsa-21-ded-_index.json'],['1']
humana-inc_in-ncr-national-pos-16-coinsur,['454762018'],['ein'],['2022-10-27_humana-inc-in-ncr-national-pos-16-coinsur_index.json'],['1']
humana-inc_fehbp-standard-option-hmo-2,['521136517'],['ein'],['2022-10-27_humana-inc-fehbp-standard-option-hmo-2_index.json'],['2']
humana-inc_la-ncr-ppo-16-sep-acc-cpy-ov-,['481256499'],['ein'],['2022-10-27_humana-inc-la-ncr-ppo-16-sep-acc-cpy-ov-_index.json'],"['6', '39']"
air-tools--inc_ky-humana-ppo-lfp-ehdhp-17,['610666348'],['ein'],['2022-10-28_AIR-TOOLS-INC_index.json'],['6']
8020-at-kaelins_ky-humana-npos-lfp-19-ehdhp,['813773582'],['ein'],['2022-10-28_8020-AT-KAELINS_index.json'],['1']
8020-at-kaelins_ky-humana-npos-lfp-19-copay-rx,['813773582'],['ein'],['2022-10-28_8020-AT-KAELINS_index.json'],['1']
commercial-electrical-con_tx-humana-npos-lfp-17-rx4,['741990367'],['ein'],['2022-10-28_COMMERCIAL-ELECTRICAL-CON_index.json'],['1']
advantage-group-engineers_oh-humana-npos-lfp-19-copay-rx,['611327220'],['ein'],['2022-10-28_ADVANTAGE-GROUP-ENGINEERS_index.json'],['1']
advantage-group-engineers_oh-humana-npos-lfp-19-ehdhp,['611327220'],['ein'],['2022-10-28_ADVANTAGE-GROUP-ENGINEERS_index.json'],['1']
marilyns-inc_tn-humana-ppo-lfp-19-simplicit,['621579211'],['ein'],['2022-10-28_MARILYNS-INC_index.json'],['18']
marilyns-inc_tn-humana-ppo-lfp-19-canopy-rx,['621579211'],['ein'],['2022-10-28_MARILYNS-INC_index.json'],['18']
warrens-concrete-se_fl-humana-hmo-lfp-19-canopy-rx,['650102699'],['ein'],['2022-11-01_WARRENS-CONCRETE-SE_index.json'],['2']
warrens-concrete-se_fl-humana-hmo-lfp-19-copay-rx4,['650102699'],['ein'],['2022-11-01_WARRENS-CONCRETE-SE_index.json'],['2']
anderson---sons-trucking_ks-humana-ppo-lfp-17-rx4,['481162820'],['ein'],['2022-10-28_ANDERSON-SONS-TRUCKING_index.json'],['6']
tides-marine-inc_fl-humana-hmo-lfp-19-ehdhp,['650192744'],['ein'],['2022-10-31_TIDES-MARINE-INC_index.json'],['2']
tides-marine-inc_fl-humana-hmo-lfp-19-simplicit,['650192744'],['ein'],['2022-10-31_TIDES-MARINE-INC_index.json'],['2']
humana-inc_fl-ncr-hmo16-canopy-rx5-51-100,['811726165'],['ein'],['2022-10-27_humana-inc-fl-ncr-hmo16-canopy-rx5-51-100_index.json'],['2']
radiologic-professional-s_ks-humana-ppo-lfp-19-ehdhp,['480793798'],['ein'],['2022-10-31_RADIOLOGIC-PROFESSIONAL-S_index.json'],['6']
vertical-television-inc_ga-humana-npos-lfp-17-rx4,['352172971'],['ein'],['2022-11-01_VERTICAL-TELEVISION-INC_index.json'],['1']
vertical-television-inc_ga-humana-npos-lfp-ehdhp-17,['352172971'],['ein'],['2022-11-01_VERTICAL-TELEVISION-INC_index.json'],['1']
associated-premium-corp_oh-humana-npos-lfp-19-ehdhp,['311038583'],['ein'],['2022-10-28_ASSOCIATED-PREMIUM-CORP_index.json'],['1']
humana-inc_humana-total-154,['660567856'],['ein'],['2022-10-27_humana-inc-humana-total-154_index.json'],['901']
humana-inc_ks-cr-npos-21-sep-acc-cpy-ov-d,['49857KS0110064'],['hios'],['2022-10-27_humana-inc-ks-cr-npos-21-sep-acc-cpy-ov-d_index.json'],['1']
jetset-airmotive-inc_fl-humana-npos-lfp-19-copay-rx,['592141810'],['ein'],['2022-10-28_JETSET-AIRMOTIVE-INC_index.json'],['1']
jetset-airmotive-inc_fl-humana-hmo-lfp-19-copay-rx4,['592141810'],['ein'],['2022-10-28_JETSET-AIRMOTIVE-INC_index.json'],['2']
curo-brkg-llc_ky-humana-npos-lfp-19-ehdhp,['844835179'],['ein'],['2022-10-28_CURO-BRKG-LLC_index.json'],['1']
sprigler-door-service-inc_in-humana-ppo-lfp-19-copay-rx4,['351455685'],['ein'],['2022-10-31_SPRIGLER-DOOR-SERVICE-INC_index.json'],['6']
big-w-industries-inc_ks-humana-ppo-lfp-17-rx4,['480908301'],['ein'],['2022-10-28_BIG-W-INDUSTRIES-INC_index.json'],['6']
m-c-trucking_ks-humana-ppo-lfp-19-copay-rx4,['474640626'],['ein'],['2022-10-28_M-C-TRUCKING_index.json'],['6']
molecular-research-center_oh-humana-npos-lfp-19-ehdhp,['311275390'],['ein'],['2022-10-31_MOLECULAR-RESEARCH-CENTER_index.json'],['1']
humana-inc_la-lg-npos-ehdhp-14-ded-coins,['721335490'],['ein'],['2022-10-27_humana-inc-la-lg-npos-ehdhp-14-ded-coins_index.json'],['46']
rollercoat-industries_fl-humana-hmo-lfp-19-copay-rx4,['592627085'],['ein'],['2022-10-31_ROLLERCOAT-INDUSTRIES_index.json'],['2']
b-r--valentine-billing-se_fl-humana-hmo-lfp-simplicity-1,['272712382'],['ein'],['2022-10-28_B-R-VALENTINE-BILLING-SE_index.json'],['2']
innovative-care-solutions_ga-humana-npos-lfp-19-ehdhp,['311836026'],['ein'],['2022-10-28_INNOVATIVE-CARE-SOLUTIONS_index.json'],['1']
innovative-care-solutions_ga-humana-npos-lfp-19-copay-rx,['311836026'],['ein'],['2022-10-28_INNOVATIVE-CARE-SOLUTIONS_index.json'],['1']
m-cole-wilson-and-assoc_ks-humana-ppo-lfp-19-ehdhp,['474798401'],['ein'],['2022-10-28_M-COLE-WILSON-AND-ASSOC_index.json'],['6']
still-waters-professional_ga-humana-npos-lfp-19-simplici,['270050708'],['ein'],['2022-10-31_STILL-WATERS-PROFESSIONAL_index.json'],['1']
still-waters-professional_ga-humana-npos-lfp-19-copay-rx,['270050708'],['ein'],['2022-10-31_STILL-WATERS-PROFESSIONAL_index.json'],['1']
manufacturers-pallet-disposal_wi-humana-npos-lfp-19-simplici,['391999100'],['ein'],['2022-10-28_MANUFACTURERS-PALLET-DISPOSAL_index.json'],['1']
humana-inc_il-cr-ppo-21-canopy-rx5,['68303IL0600225'],['hios'],['2022-10-27_humana-inc-il-cr-ppo-21-canopy-rx5_index.json'],['6']
atlanta-specialty-millwork_ga-humana-npos-lfp-19-simplici,['270662754'],['ein'],['2022-10-28_ATLANTA-SPECIALTY-MILLWORK_index.json'],['1']
tcb-rental-inc_tx-humana-npos-lfp-19-copay-rx,['742816375'],['ein'],['2022-10-31_TCB-RENTAL-INC_index.json'],['1']
humana-inc_floresville-isd-npos,['746000848'],['ein'],['2022-10-27_humana-inc-floresville-isd-npos_index.json'],['1']
skinny-pineapple-inc-_co-humana-npos-lfp-19-ehdhp,['270868699'],['ein'],['2022-10-31_SKINNY-PINEAPPLE-INC-_index.json'],['1']
skinny-pineapple-inc-_aso-grp-gate-cap-exc,['0270868699'],['ein'],['2022-10-31_SKINNY-PINEAPPLE-INC-_index.json'],['5']
skinny-pineapple-inc-_co-humana-npos-lfp-19-copay-rx,['270868699'],['ein'],['2022-10-31_SKINNY-PINEAPPLE-INC-_index.json'],['1']
o--and-m-enterprises-i_mo-humana-ppo-lfp-19-ehdhp,['431836794'],['ein'],['2022-10-31_O-AND-M-ENTERPRISES-I_index.json'],['6']
o--and-m-enterprises-i_mo-humana-ppo-lfp-19-canopy-rx,['431836794'],['ein'],['2022-10-31_O-AND-M-ENTERPRISES-I_index.json'],['6']
cumbey---fair-inc_fl-humana-hmo-lfp-19-copay-rx5,['591636137'],['ein'],['2022-10-28_CUMBEY-FAIR-INC_index.json'],['2']
cumbey---fair-inc_fl-humana-hmo-lfp-19-ehdhp,['591636137'],['ein'],['2022-10-28_CUMBEY-FAIR-INC_index.json'],['2']
atlantic-concrete_ga-humana-npos-lfp-simplicity,['460643703'],['ein'],['2022-10-28_ATLANTIC-CONCRETE_index.json'],['1']
humana-inc_ga-cr-npos-savings-hsa-21-ded-,['93332GA0610136'],['hios'],['2022-10-27_humana-inc-ga-cr-npos-savings-hsa-21-ded-_index.json'],['1']
camaro-central-llc_ky-humana-npos-lfp-19-copay-rx,['260768567'],['ein'],['2022-10-28_CAMARO-CENTRAL-LLC_index.json'],['1']
neuens-lumber-company_wi-humana-ppo-lfp-17-rx5coins,['391315773'],['ein'],['2022-10-31_NEUENS-LUMBER-COMPANY_index.json'],['19']
l-h-a--inc_fl-humana-hmo-lfp-19-simplicit,['264182723'],['ein'],['2022-10-28_L-H-A-INC_index.json'],['2']
c---s-specialty-underwrit_ga-humana-npos-lfp-19-ehdhp,['463214705'],['ein'],['2022-10-28_C-S-SPECIALTY-UNDERWRIT_index.json'],['1']
c---s-specialty-underwrit_ga-humana-npos-lfp-19-copay-rx,['463214705'],['ein'],['2022-10-28_C-S-SPECIALTY-UNDERWRIT_index.json'],['1']
smile-design-dental_fl-humana-npos-lfp-19-copay-rx,['813235967'],['ein'],['2022-10-31_SMILE-DESIGN-DENTAL_index.json'],['1']
smile-design-dental_fl-humana-hmo-lfp-19-copay-rx4,['813235967'],['ein'],['2022-10-31_SMILE-DESIGN-DENTAL_index.json'],['2']
tech-service-products-inc_la-humana-ppo-lfp-19-hdhp,['720733432'],['ein'],['2022-10-31_TECH-SERVICE-PRODUCTS-INC_index.json'],['6']
humana-inc_ks--ncr-ppo-on-hand-21-ded-coi,['461746466'],['ein'],['2022-10-27_humana-inc-ks--ncr-ppo-on-hand-21-ded-coi_index.json'],['6']
global-lead-llc_ga-humana-npos-lfp-19-ehdhp,['273705472'],['ein'],['2022-10-28_GLOBAL-LEAD-LLC_index.json'],['1']
global-lead-llc_ga-humana-npos-lfp-19-copay-rx,['273705472'],['ein'],['2022-10-28_GLOBAL-LEAD-LLC_index.json'],['1']
lightning-fluid-services_tx-humana-npos-lfp-19-copay-rx,['260276046'],['ein'],['2022-10-28_LIGHTNING-FLUID-SERVICES_index.json'],['1']
gilliam-and-associates_tx-humana-npos-lfp-19-copay-rx,['742636878'],['ein'],['2022-10-28_GILLIAM-AND-ASSOCIATES_index.json'],['1']
gilliam-and-associates_tx-humana-npos-lfp-19-ehdhp,['742636878'],['ein'],['2022-10-28_GILLIAM-AND-ASSOCIATES_index.json'],['1']
gregory--doyle--calhoun_ga-humana-npos-lfp-19-copay-rx,['263656506'],['ein'],['2022-10-28_GREGORY-DOYLE-CALHOUN_index.json'],['1']
gregory--doyle--calhoun_ga-humana-npos-lfp-19-ehdhp,['263656506'],['ein'],['2022-10-28_GREGORY-DOYLE-CALHOUN_index.json'],['1']
broward-healthy-start_fl-humana-npos-lfp-17-rx4,['650316363'],['ein'],['2022-10-28_BROWARD-HEALTHY-START_index.json'],['1']
broward-healthy-start_fl-humana-hmo-lfp-17-rx4,['650316363'],['ein'],['2022-10-28_BROWARD-HEALTHY-START_index.json'],['2']
en-fuego-construction-llc_az-humana-npos-lfp-19-ehdhp,['300750940'],['ein'],['2022-10-28_EN-FUEGO-CONSTRUCTION-LLC_index.json'],['1']
en-fuego-construction-llc_az-humana-npos-lfp-19-copay-rx,['300750940'],['ein'],['2022-10-28_EN-FUEGO-CONSTRUCTION-LLC_index.json'],['1']
en-fuego-construction-llc_az-humana-npos-lfp-19-simplici,['300750940'],['ein'],['2022-10-28_EN-FUEGO-CONSTRUCTION-LLC_index.json'],['1']
alson-auto-inc_fl-humana-hmo-lfp-19-copay-rx4,['274290383'],['ein'],['2022-10-28_ALSON-AUTO-INC_index.json'],['2']
alson-auto-inc_fl-humana-npos-lfp-19-copay-rx,['274290383'],['ein'],['2022-10-28_ALSON-AUTO-INC_index.json'],['1']
alson-auto-inc_fl-humana-hmo-lfp-19-copay-rx5,['274290383'],['ein'],['2022-10-28_ALSON-AUTO-INC_index.json'],['2']
humana-inc_ole-smokey-distillery-ppo1,['271328668'],['ein'],['2022-10-27_humana-inc-ole-smokey-distillery-ppo1_index.json'],['6']
purvis-credit---inc-_la-humana-ppo-lfp-19-simplicit,['720776560'],['ein'],['2022-10-31_PURVIS-CREDIT-INC-_index.json'],['6']
east-coast-wings-and-gril_tn-humana-ppo-lfp-19-ehdhp,['462384246'],['ein'],['2022-10-28_EAST-COAST-WINGS-AND-GRIL_index.json'],['6']
power-vision_tn-humana-ppo-lfp-19-copay-rx4,['273269574'],['ein'],['2022-10-31_POWER-VISION_index.json'],['6']
humana-inc_sullivan-university-systems-np,['611116187'],['ein'],['2022-10-27_humana-inc-sullivan-university-systems-np_index.json'],['1']
advanced-erosion-solution_ks-humana-ppo-lfp-19-ehdhp,['274445183'],['ein'],['2022-10-28_ADVANCED-EROSION-SOLUTION_index.json'],['6']
advanced-erosion-solution_ks-humana-ppo-lfp-19-canopy-rx,['274445183'],['ein'],['2022-10-28_ADVANCED-EROSION-SOLUTION_index.json'],['6']
advanced-erosion-solution_ks-lfp-on-hand-ppo-coins-19-de,['274445183'],['ein'],['2022-10-28_ADVANCED-EROSION-SOLUTION_index.json'],['6']
humana-inc_ky-cr-npos-21-sep-acc-cpy-ov-,['15411KY1340359'],['hios'],['2022-10-27_humana-inc-ky-cr-npos-21-sep-acc-cpy-ov-_index.json'],['1']
sp-design-group_ga-humana-npos-lfp-19-simplici,['581382603'],['ein'],['2022-10-31_SP-DESIGN-GROUP_index.json'],['1']
